image,sku,websites,attribute_set,name,category_ids,type,visibility,tax_class_id,status,price,ean,gross_length,gross_width,gross_height,weight,meta_title,meta_description,st_korotko_o_tovare,st_preimushchestva,st_oblast_primeneniya,st_osobennosti,st_komplektaciya,st_shildik_tip_instrumenta
Картинки,SKU,Стор,Атрибут сет,Название,Категории,Тип товара,Видимость,Налоговый класс,Статус,Цена,EAN,"Длина, см","Ширина, см","Высота, см","Вес, кг",Тайтл,Дискрипшен,Коротко о товаре,Преимущества,Область применения,Особенности,Комплектация,Шильдик тип инструмента
1359120.jpg,DCB183,27,"DEWALT Аккумуляторы, Фонари","Аккумулятор (18.0 В, 2.0 А·ч, Li-Ion) DEWALT DCB183","894 , 896 , 901 , 939",simple,"Catalog, Search",None,Enabled,0,5035048438886,13.1,8.7,5,0.42,"Аккумулятор (18 В, 2.0 А·ч, Li-Ion) DEWALT DCB183 DEWALT — купить в официальном магазине","Купить аккумулятор (18 В, 2.0 А·ч, Li-Ion) DEWALT DCB183 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,аккумуляторный
1254072.jpg,DCB127,27,"DEWALT Аккумуляторы, Фонари","Аккумулятор XR (10.8 В, Li-ion, 2.0 А·ч) DEWALT DCB127","894 , 896 , 901 , 939",simple,"Catalog, Search",None,Enabled,0,5035048461358,11,9,6,0.25,"Аккумулятор XR (10.8 В, Li-ion, 2.0 А·ч) DEWALT DCB127 DEWALT — купить в официальном магазине","Купить аккумулятор XR (10.8 В, Li-ion, 2.0 А·ч) DEWALT DCB127 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,аккумуляторный
,DE9502,27,"DEWALT Аккумуляторы, Фонари","Аккумулятор (14.4 В, 2.6 А·ч, NiMn) DEWALT DE9502","894 , 896 , 901 , 939",simple,"Catalog, Search",None,Enabled,0,5035048157770,12,12,8.5,0.87,"Аккумулятор (14,4 В, 2,6 А·ч, NiMn) DEWALT DE9502 DEWALT — купить в официальном магазине","Купить аккумулятор (14,4 В, 2,6 А·ч, NiMn) DEWALT DE9502 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,аккумуляторный
,DCB140,27,"DEWALT Аккумуляторы, Фонари","Аккумулятор XR (14.4 В, 3.0 А·ч, Li-Ion) DEWALT DCB140","894 , 896 , 901 , 939",simple,"Catalog, Search",None,Enabled,0,5035048305331,13,9,2,0.6,"Аккумулятор XR (14,4 В, 3 А·ч, Li-Ion) DEWALT DCB140 DEWALT — купить в официальном магазине","Купить аккумулятор XR (14,4 В, 3 А·ч, Li-Ion) DEWALT DCB140 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,аккумуляторный
,DCB142,27,"DEWALT Аккумуляторы, Фонари","Аккумулятор (14.4 В, 4.0 А·ч, Li-Ion) DEWALT DCB142","894 , 896 , 901 , 939",simple,"Catalog, Search",None,Enabled,0,5035048392744,13,9,7.5,0.56,"Аккумулятор (14,4 В, 4 А·ч, Li-Ion) DEWALT DCB142 DEWALT — купить в официальном магазине","Купить аккумулятор (14,4 В, 4 А·ч, Li-Ion) DEWALT DCB142 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,аккумуляторный
,DCB185,27,"DEWALT Аккумуляторы, Фонари","Аккумулятор XR Li-ion (18.0 В, 1.3 А·ч) DEWALT DCB185","894 , 896 , 901 , 939",simple,"Catalog, Search",None,Enabled,0,5035048459645,8.8,5.2,13.5,0.378,"Аккумулятор XR Li-ion (18 В, 1.3 А·ч) DEWALT DCB185 DEWALT — купить в официальном магазине","Купить аккумулятор XR Li-ion (18 В, 1.3 А·ч) DEWALT DCB185 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,аккумуляторный
,DCB144,27,"DEWALT Аккумуляторы, Фонари","Аккумулятор (14.4 В, 5.0 А·ч, Li-Ion) DEWALT DCB144","894 , 896 , 901 , 939",simple,"Catalog, Search",None,Enabled,0,5035048466957,13,8.5,7.5,0.574,"Аккумулятор (14.4 В, 5.0 А·ч, Li-Ion) DEWALT DCB144 DEWALT — купить в официальном магазине","Купить аккумулятор (14.4 В, 5.0 А·ч, Li-Ion) DEWALT DCB144 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,аккумуляторный
,DE9071,27,"DEWALT Аккумуляторы, Фонари","Аккумулятор (12.0 В, 2.0 А·ч, NiCd) DEWALT DE9071","894 , 896 , 901 , 939",simple,"Catalog, Search",None,Enabled,0,5011402142781,12.2,12.2,8.6,0.735,"Аккумулятор (12 В, 2 А·ч, NiCd) DEWALT DE9071 DEWALT — купить в официальном магазине","Купить аккумулятор (12 В, 2 А·ч, NiCd) DEWALT DE9071 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,аккумуляторный
,DE9501,27,"DEWALT Аккумуляторы, Фонари","Аккумулятор (12.0 В, 2.6 А·ч, NiMh) DEWALT DE9501","894 , 896 , 901 , 939",simple,"Catalog, Search",None,Enabled,0,5035048157763,12.1,12.1,8.7,0.72,"Аккумулятор (12 В, 2.6 А·ч, NiMh) DEWALT DE9501 DEWALT — купить в официальном магазине","Купить аккумулятор (12 В, 2.6 А·ч, NiMh) DEWALT DE9501 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,аккумуляторный
,DCB141,27,"DEWALT Аккумуляторы, Фонари","Аккумулятор XR (14.4 В, 1.5 А·ч, Li-ion) DEWALT DCB141","894 , 896 , 901 , 939",simple,"Catalog, Search",None,Enabled,0,5035048305362,13,9,5.5,0.35,"Аккумулятор XR (14.4 В, Li-ion, 1.5 А·ч) DEWALT DCB141 DEWALT — купить в официальном магазине","Купить аккумулятор XR (14.4 В, Li-ion, 1.5 А·ч) DEWALT DCB141 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,аккумуляторный
893260.jpg,DCB181,27,"DEWALT Аккумуляторы, Фонари","Аккумулятор XR (18.0 В, 1,5 А·ч, Li-Ion) DEWALT DCB181","894 , 896 , 901 , 939",simple,"Catalog, Search",None,Enabled,0,5035048305317,35.5,8.5,5.5,0.39,"Аккумулятор XR (18 В, 1,5 А·ч Li-Ion) DEWALT DCB181 DEWALT — купить в официальном магазине","Купить аккумулятор XR (18 В, 1,5 А·ч Li-Ion) DEWALT DCB181 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,аккумуляторный
1316101.jpg,DCB184,27,"DEWALT Аккумуляторы, Фонари","Аккумулятор (18.0 В, 5.0 А·ч, Li-Ion) DEWALT DCB184","894 , 896 , 901 , 939",simple,"Catalog, Search",None,Enabled,0,5035048466933,13,9,7.4,0.68,"Аккумулятор (18 В, 5.0 А·ч, Li-Ion) DEWALT DCB184 DEWALT — купить в официальном магазине","Купить аккумулятор (18 В, 5.0 А·ч, Li-Ion) DEWALT DCB184 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,аккумуляторный
,DCB125,27,"DEWALT Аккумуляторы, Фонари","Аккумулятор (10.8 В, 1.3 А·ч, Li-Ion) DEWALT DCB125","894 , 896 , 901 , 939",simple,"Catalog, Search",None,Enabled,0,5035048461334,15,9,6,0.254,"Аккумулятор (10.8 В, 1.3 А·ч, Li-Ion) DEWALT DCB125 DEWALT — купить в официальном магазине","Купить аккумулятор (10.8 В, 1.3 А·ч, Li-Ion) DEWALT DCB125 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,аккумуляторный
1299539.jpg,DCB118-QW,27,"DEWALT Аккумуляторы, Фонари",Зарядное устройство универсальное XR 18-54 В FLEXVOLT DEWALT DCB118-QW,"894 , 896 , 901 , 940",simple,"Catalog, Search",None,Enabled,3985,5035048562277,20,13.5,12,0.845,Зарядное устройство универсальное XR 18-54 В FLEXVOLT DEWALT DCB118-QW DEWALT — купить в официальном магазине,"Купить зарядное устройство универсальное XR 18-54 В FLEXVOLT DEWALT DCB118-QW на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",<ul><li>зарядное устройство XR 18В и FLEXVOLT 8A</li></ul>,,,,,сетевой
1127603.jpg,DCB115,27,"DEWALT Аккумуляторы, Фонари",Зарядное устройство XR Li-Ion (10.8 В/14.4 В/18.0 В) DEWALT DCB115,"894 , 896 , 901 , 940",simple,"Catalog, Search",None,Enabled,0,5035048562321,16,14.3,16.3,0.66,Зарядное устройство XR Li-Ion (10.8 В/14.4 В/18.0 В) DEWALT DCB115 DEWALT — купить в официальном магазине,"Купить зарядное устройство XR Li-Ion (10.8 В/14.4 В/18.0 В) DEWALT DCB115 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,сетевой
,DE9136,27,"DEWALT Аккумуляторы, Фонари",Зарядное устройство 7.2-18 В DEWALT DE9136,"894 , 896 , 901 , 940",simple,"Catalog, Search",None,Enabled,0,5035048199732,22,12.5,9,0.855,"Зарядное устройство 7,2-18 В DEWALT DE9136 DEWALT — купить в официальном магазине","Купить зарядное устройство 7,2-18 В DEWALT DE9136 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,сетевой
,DCB105,27,"DEWALT Аккумуляторы, Фонари","Зарядное устройство XR Li-lon (10.8 В/14.4 В/18.0 В, Li-lon) DEWALT DCB105","894 , 896 , 901 , 940",simple,"Catalog, Search",None,Enabled,0,5035048305263,19,17.5,16,0.8,"Зарядное устройство XR Li-lon (10.8 В, 14.4 В, 18 В, Li-lon) DEWALT DCB105 DEWALT — купить в официальном магазине","Купить зарядное устройство XR Li-lon (10.8 В, 14.4 В, 18 В, Li-lon) DEWALT DCB105 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,сетевой
1250202.jpg,DCB500,27,"DEWALT Аккумуляторы, Фонари",Сетевой адаптер DEWALT для DHS780N-XJ DCB500,"894 , 896 , 901 , 940",simple,"Catalog, Search",None,Enabled,0,5035048643495,24,15,13,1.325,Сетевой адаптер DEWALT для DHS780N-XJ DCB500 DEWALT — купить в официальном магазине,"Купить сетевой адаптер DEWALT для DHS780N-XJ DCB500 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,<ul><li>адаптер</li><li>упаковка</li></ul>,сетевой
,DE9116,27,"DEWALT Аккумуляторы, Фонари","Зарядное устройство NiCd и NiMH (7.2-18 В, 1.3-2.6 А·ч) DEWALT DE9116","894 , 896 , 901 , 940",simple,"Catalog, Search",None,Enabled,0,5011402289110,21.7,12.5,8.5,0.558,"Зарядное устройство NiCd и NiMH (1,3-2,6 А·ч, 7,2-18 В) DEWALT DE9116 DEWALT — купить в официальном магазине","Купить зарядное устройство NiCd и NiMH (1,3-2,6 А·ч, 7,2-18 В) DEWALT DE9116 на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,,сетевой
